subject_slug,topic_id,question_count,difficulty_mix,source_layers,source_files
igcse-biology-0610,1.1,20,C:6|F:4|S:10,"items,qa-question-level",items/1-1-items.md;items/19-round2-items.md;items/19-topup3-items.md;qa-question-level/1-1-characteristics-of-living-organisms-q01.md;qa-question-level/1-1-characteristics-of-living-organisms-q02.md;qa-question-level/1-1-characteristics-of-living-organisms-q03.md;qa-question-level/1-1-characteristics-of-living-organisms-q04.md;qa-question-level/1-1-characteristics-of-living-organisms-q05.md;qa-question-level/1-1-characteristics-of-living-organisms-q06.md;qa-question-level/1-1-characteristics-of-living-organisms-q07.md;qa-question-level/1-1-characteristics-of-living-organisms-q08.md;qa-question-level/1-1-characteristics-of-living-organisms-q09.md
igcse-biology-0610,1.2,21,C:6|F:4|S:11,"items,qa-question-level",items/1-2-items.md;items/1-topup-items.md;items/1-topup2-items.md;qa-question-level/1-2-classification-kingdoms-binomial-q01.md;qa-question-level/1-2-classification-kingdoms-binomial-q02.md;qa-question-level/1-2-classification-kingdoms-binomial-q03.md;qa-question-level/1-2-classification-kingdoms-binomial-q04.md;qa-question-level/1-2-classification-kingdoms-binomial-q05.md;qa-question-level/1-2-classification-kingdoms-binomial-q06.md;qa-question-level/1-2-classification-kingdoms-binomial-q07.md;qa-question-level/1-2-classification-kingdoms-binomial-q08.md;qa-question-level/1-2-classification-kingdoms-binomial-q09.md
igcse-biology-0610,10.1,21,C:6|F:4|S:11,"items,qa-question-level",items/10-1-items.md;items/10-round2-items.md;items/8-topup2-items.md;items/last-topup-items.md;qa-question-level/10-1-pathogens-disease-transmission-q01.md;qa-question-level/10-1-pathogens-disease-transmission-q02.md;qa-question-level/10-1-pathogens-disease-transmission-q03.md;qa-question-level/10-1-pathogens-disease-transmission-q04.md;qa-question-level/10-1-pathogens-disease-transmission-q05.md;qa-question-level/10-1-pathogens-disease-transmission-q06.md;qa-question-level/10-1-pathogens-disease-transmission-q07.md;qa-question-level/10-1-pathogens-disease-transmission-q08.md;qa-question-level/10-1-pathogens-disease-transmission-q09.md
igcse-biology-0610,10.2,20,C:6|F:4|S:10,"items,qa-question-level",items/10-2-items.md;items/10-round2-items.md;items/8-topup2-items.md;qa-question-level/10-2-defence-mechanisms-immunity-q01.md;qa-question-level/10-2-defence-mechanisms-immunity-q02.md;qa-question-level/10-2-defence-mechanisms-immunity-q03.md;qa-question-level/10-2-defence-mechanisms-immunity-q04.md;qa-question-level/10-2-defence-mechanisms-immunity-q05.md;qa-question-level/10-2-defence-mechanisms-immunity-q06.md;qa-question-level/10-2-defence-mechanisms-immunity-q07.md;qa-question-level/10-2-defence-mechanisms-immunity-q08.md;qa-question-level/10-2-defence-mechanisms-immunity-q09.md
igcse-biology-0610,11.1,22,C:6|F:4|S:12,"items,qa-question-level",items/10-round2-items.md;items/11-1-items.md;items/11-topup-items.md;items/final-topup-items.md;qa-question-level/11-1-gas-exchange-lungs-alveoli-q01.md;qa-question-level/11-1-gas-exchange-lungs-alveoli-q02.md;qa-question-level/11-1-gas-exchange-lungs-alveoli-q03.md;qa-question-level/11-1-gas-exchange-lungs-alveoli-q04.md;qa-question-level/11-1-gas-exchange-lungs-alveoli-q05.md;qa-question-level/11-1-gas-exchange-lungs-alveoli-q06.md;qa-question-level/11-1-gas-exchange-lungs-alveoli-q07.md;qa-question-level/11-1-gas-exchange-lungs-alveoli-q08.md;qa-question-level/11-1-gas-exchange-lungs-alveoli-q09.md
igcse-biology-0610,11.2,20,C:6|F:4|S:10,"items,qa-question-level",items/10-round2-items.md;items/11-2-items.md;items/final-push-items.md;qa-question-level/11-2-breathing-mechanism-exercise-q01.md;qa-question-level/11-2-breathing-mechanism-exercise-q02.md;qa-question-level/11-2-breathing-mechanism-exercise-q03.md;qa-question-level/11-2-breathing-mechanism-exercise-q04.md;qa-question-level/11-2-breathing-mechanism-exercise-q05.md;qa-question-level/11-2-breathing-mechanism-exercise-q06.md;qa-question-level/11-2-breathing-mechanism-exercise-q07.md;qa-question-level/11-2-breathing-mechanism-exercise-q08.md;qa-question-level/11-2-breathing-mechanism-exercise-q09.md
igcse-biology-0610,12.1,21,C:6|F:4|S:11,"items,qa-question-level",items/12-1-items.md;items/12-topup-items.md;items/last-topup-items.md;qa-question-level/12-1-aerobic-respiration-equation-q01.md;qa-question-level/12-1-aerobic-respiration-equation-q02.md;qa-question-level/12-1-aerobic-respiration-equation-q03.md;qa-question-level/12-1-aerobic-respiration-equation-q04.md;qa-question-level/12-1-aerobic-respiration-equation-q05.md;qa-question-level/12-1-aerobic-respiration-equation-q06.md;qa-question-level/12-1-aerobic-respiration-equation-q07.md;qa-question-level/12-1-aerobic-respiration-equation-q08.md;qa-question-level/12-1-aerobic-respiration-equation-q09.md
igcse-biology-0610,12.2,18,C:6|F:4|S:8,"items,qa-question-level",items/12-2-items.md;qa-question-level/12-2-anaerobic-respiration-humans-yeast-q01.md;qa-question-level/12-2-anaerobic-respiration-humans-yeast-q02.md;qa-question-level/12-2-anaerobic-respiration-humans-yeast-q03.md;qa-question-level/12-2-anaerobic-respiration-humans-yeast-q04.md;qa-question-level/12-2-anaerobic-respiration-humans-yeast-q05.md;qa-question-level/12-2-anaerobic-respiration-humans-yeast-q06.md;qa-question-level/12-2-anaerobic-respiration-humans-yeast-q07.md;qa-question-level/12-2-anaerobic-respiration-humans-yeast-q08.md;qa-question-level/12-2-anaerobic-respiration-humans-yeast-q09.md
igcse-biology-0610,13.1,20,C:6|F:4|S:10,"items,qa-question-level",items/13-1-items.md;items/13-round2-items.md;items/final-push-items.md;qa-question-level/13-1-excretion-definition-organs-q01.md;qa-question-level/13-1-excretion-definition-organs-q02.md;qa-question-level/13-1-excretion-definition-organs-q03.md;qa-question-level/13-1-excretion-definition-organs-q04.md;qa-question-level/13-1-excretion-definition-organs-q05.md;qa-question-level/13-1-excretion-definition-organs-q06.md;qa-question-level/13-1-excretion-definition-organs-q07.md;qa-question-level/13-1-excretion-definition-organs-q08.md;qa-question-level/13-1-excretion-definition-organs-q09.md
igcse-biology-0610,13.2,20,C:6|F:4|S:10,"items,qa-question-level",items/13-2-items.md;items/13-round2-items.md;items/13-topup2-items.md;qa-question-level/13-2-kidney-structure-function-dialysis-q01.md;qa-question-level/13-2-kidney-structure-function-dialysis-q02.md;qa-question-level/13-2-kidney-structure-function-dialysis-q03.md;qa-question-level/13-2-kidney-structure-function-dialysis-q04.md;qa-question-level/13-2-kidney-structure-function-dialysis-q05.md;qa-question-level/13-2-kidney-structure-function-dialysis-q06.md;qa-question-level/13-2-kidney-structure-function-dialysis-q07.md;qa-question-level/13-2-kidney-structure-function-dialysis-q08.md;qa-question-level/13-2-kidney-structure-function-dialysis-q09.md
igcse-biology-0610,14.1,21,C:6|F:4|S:11,"items,qa-question-level",items/13-round2-items.md;items/14-1-items.md;items/14-topup-items.md;items/final-topup-items.md;qa-question-level/14-1-nervous-system-neurones-reflex-q01.md;qa-question-level/14-1-nervous-system-neurones-reflex-q02.md;qa-question-level/14-1-nervous-system-neurones-reflex-q03.md;qa-question-level/14-1-nervous-system-neurones-reflex-q04.md;qa-question-level/14-1-nervous-system-neurones-reflex-q05.md;qa-question-level/14-1-nervous-system-neurones-reflex-q06.md;qa-question-level/14-1-nervous-system-neurones-reflex-q07.md;qa-question-level/14-1-nervous-system-neurones-reflex-q08.md;qa-question-level/14-1-nervous-system-neurones-reflex-q09.md
igcse-biology-0610,14.2,19,C:6|F:4|S:9,"items,qa-question-level",items/13-round2-items.md;items/14-2-items.md;qa-question-level/14-2-hormones-endocrine-system-q01.md;qa-question-level/14-2-hormones-endocrine-system-q02.md;qa-question-level/14-2-hormones-endocrine-system-q03.md;qa-question-level/14-2-hormones-endocrine-system-q04.md;qa-question-level/14-2-hormones-endocrine-system-q05.md;qa-question-level/14-2-hormones-endocrine-system-q06.md;qa-question-level/14-2-hormones-endocrine-system-q07.md;qa-question-level/14-2-hormones-endocrine-system-q08.md;qa-question-level/14-2-hormones-endocrine-system-q09.md
igcse-biology-0610,14.3,19,C:6|F:4|S:9,"items,qa-question-level",items/14-3-items.md;items/14-topup-items.md;qa-question-level/14-3-plant-tropisms-q01.md;qa-question-level/14-3-plant-tropisms-q02.md;qa-question-level/14-3-plant-tropisms-q03.md;qa-question-level/14-3-plant-tropisms-q04.md;qa-question-level/14-3-plant-tropisms-q05.md;qa-question-level/14-3-plant-tropisms-q06.md;qa-question-level/14-3-plant-tropisms-q07.md;qa-question-level/14-3-plant-tropisms-q08.md;qa-question-level/14-3-plant-tropisms-q09.md
igcse-biology-0610,15.1,21,C:6|F:4|S:11,"items,qa-question-level",items/15-1-items.md;items/15-round2-items.md;items/15-topup-items.md;items/final-push-items.md;qa-question-level/15-1-asexual-sexual-reproduction-q01.md;qa-question-level/15-1-asexual-sexual-reproduction-q02.md;qa-question-level/15-1-asexual-sexual-reproduction-q03.md;qa-question-level/15-1-asexual-sexual-reproduction-q04.md;qa-question-level/15-1-asexual-sexual-reproduction-q05.md;qa-question-level/15-1-asexual-sexual-reproduction-q06.md;qa-question-level/15-1-asexual-sexual-reproduction-q07.md;qa-question-level/15-1-asexual-sexual-reproduction-q08.md;qa-question-level/15-1-asexual-sexual-reproduction-q09.md
igcse-biology-0610,15.2,20,C:6|F:4|S:10,"items,qa-question-level",items/15-2-items.md;items/15-round2-items.md;items/15-topup-items.md;qa-question-level/15-2-human-reproductive-system-q01.md;qa-question-level/15-2-human-reproductive-system-q02.md;qa-question-level/15-2-human-reproductive-system-q03.md;qa-question-level/15-2-human-reproductive-system-q04.md;qa-question-level/15-2-human-reproductive-system-q05.md;qa-question-level/15-2-human-reproductive-system-q06.md;qa-question-level/15-2-human-reproductive-system-q07.md;qa-question-level/15-2-human-reproductive-system-q08.md;qa-question-level/15-2-human-reproductive-system-q09.md
igcse-biology-0610,15.3,19,C:6|F:4|S:9,"items,qa-question-level",items/13-topup2-items.md;items/15-3-items.md;qa-question-level/15-3-human-reproduction-q01.md;qa-question-level/15-3-human-reproduction-q02.md;qa-question-level/15-3-human-reproduction-q03.md;qa-question-level/15-3-human-reproduction-q04.md;qa-question-level/15-3-human-reproduction-q05.md;qa-question-level/15-3-human-reproduction-q06.md;qa-question-level/15-3-human-reproduction-q07.md;qa-question-level/15-3-human-reproduction-q08.md;qa-question-level/15-3-human-reproduction-q09.md
igcse-biology-0610,16.1,14,F:2|S:12,"items,qa-question-level",items/15-round2-items.md;items/16-1-items.md;items/16-topup2-items.md;items/final-topup-items.md;qa-question-level/16-1-chromosomes-genes-dna-q01.md;qa-question-level/16-1-chromosomes-genes-dna-q02.md;qa-question-level/16-1-chromosomes-genes-dna-q03.md;qa-question-level/16-1-chromosomes-genes-dna-q04.md;qa-question-level/16-1-chromosomes-genes-dna-q05.md;qa-question-level/16-1-chromosomes-genes-dna-q06.md;qa-question-level/16-1-chromosomes-genes-dna-q07.md
igcse-biology-0610,16.2,12,C:4|F:2|S:6,"items,qa-question-level",items/15-round2-items.md;items/16-2-items.md;items/16-topup2-items.md;qa-question-level/16-2-monohybrid-inheritance-punnett-q01.md;qa-question-level/16-2-monohybrid-inheritance-punnett-q02.md;qa-question-level/16-2-monohybrid-inheritance-punnett-q03.md;qa-question-level/16-2-monohybrid-inheritance-punnett-q04.md;qa-question-level/16-2-monohybrid-inheritance-punnett-q05.md;qa-question-level/16-2-monohybrid-inheritance-punnett-q06.md
igcse-biology-0610,16.3,10,F:2|S:8,"items,qa-question-level",items/16-3-items.md;items/16-round2-items.md;qa-question-level/16-3-variation-continuous-discontinuous-q01.md;qa-question-level/16-3-variation-continuous-discontinuous-q02.md;qa-question-level/16-3-variation-continuous-discontinuous-q03.md;qa-question-level/16-3-variation-continuous-discontinuous-q04.md;qa-question-level/16-3-variation-continuous-discontinuous-q05.md
igcse-biology-0610,17.1,12,F:2|S:10,"items,qa-question-level",items/16-round2-items.md;items/17-1-items.md;items/17-topup2-items.md;qa-question-level/17-1-ecosystems-food-chains-webs-q01.md;qa-question-level/17-1-ecosystems-food-chains-webs-q02.md;qa-question-level/17-1-ecosystems-food-chains-webs-q03.md;qa-question-level/17-1-ecosystems-food-chains-webs-q04.md;qa-question-level/17-1-ecosystems-food-chains-webs-q05.md;qa-question-level/17-1-ecosystems-food-chains-webs-q06.md
igcse-biology-0610,17.2,12,C:2|S:10,"items,qa-question-level",items/16-round2-items.md;items/17-2-items.md;items/17-topup2-items.md;items/final-push-items.md;qa-question-level/17-2-energy-flow-nutrient-cycles-q01.md;qa-question-level/17-2-energy-flow-nutrient-cycles-q02.md;qa-question-level/17-2-energy-flow-nutrient-cycles-q03.md;qa-question-level/17-2-energy-flow-nutrient-cycles-q04.md;qa-question-level/17-2-energy-flow-nutrient-cycles-q05.md;qa-question-level/17-2-energy-flow-nutrient-cycles-q06.md
igcse-biology-0610,17.3,10,S:10,"items,qa-question-level",items/16-round2-items.md;items/17-3-items.md;items/17-topup2-items.md;qa-question-level/17-3-population-size-ecology-q01.md;qa-question-level/17-3-population-size-ecology-q02.md;qa-question-level/17-3-population-size-ecology-q03.md;qa-question-level/17-3-population-size-ecology-q04.md;qa-question-level/17-3-population-size-ecology-q05.md
igcse-biology-0610,18.1,12,S:12,"items,qa-question-level",items/16-round2-items.md;items/16-topup2-items.md;items/18-1-items.md;qa-question-level/18-1-biotechnology-fermentation-q01.md;qa-question-level/18-1-biotechnology-fermentation-q02.md;qa-question-level/18-1-biotechnology-fermentation-q03.md;qa-question-level/18-1-biotechnology-fermentation-q04.md;qa-question-level/18-1-biotechnology-fermentation-q05.md;qa-question-level/18-1-biotechnology-fermentation-q06.md
igcse-biology-0610,18.2,12,C:2|S:10,"items,qa-question-level",items/16-round2-items.md;items/18-2-items.md;items/18-topup2-items.md;qa-question-level/18-2-genetic-engineering-applications-q01.md;qa-question-level/18-2-genetic-engineering-applications-q02.md;qa-question-level/18-2-genetic-engineering-applications-q03.md;qa-question-level/18-2-genetic-engineering-applications-q04.md;qa-question-level/18-2-genetic-engineering-applications-q05.md;qa-question-level/18-2-genetic-engineering-applications-q06.md
igcse-biology-0610,19.1,14,F:2|S:12,"items,qa-question-level",items/19-1-items.md;items/19-round2-items.md;items/19-topup3-items.md;qa-question-level/19-1-habitat-destruction-deforestation-q01.md;qa-question-level/19-1-habitat-destruction-deforestation-q02.md;qa-question-level/19-1-habitat-destruction-deforestation-q03.md;qa-question-level/19-1-habitat-destruction-deforestation-q04.md;qa-question-level/19-1-habitat-destruction-deforestation-q05.md;qa-question-level/19-1-habitat-destruction-deforestation-q06.md;qa-question-level/19-1-habitat-destruction-deforestation-q07.md
igcse-biology-0610,19.2,14,S:14,"items,qa-question-level",items/13-topup2-items.md;items/18-topup2-items.md;items/19-2-items.md;items/19-round2-items.md;items/19-topup3-items.md;qa-question-level/19-2-conservation-sustainable-development-q01.md;qa-question-level/19-2-conservation-sustainable-development-q02.md;qa-question-level/19-2-conservation-sustainable-development-q03.md;qa-question-level/19-2-conservation-sustainable-development-q04.md;qa-question-level/19-2-conservation-sustainable-development-q05.md;qa-question-level/19-2-conservation-sustainable-development-q06.md;qa-question-level/19-2-conservation-sustainable-development-q07.md
igcse-biology-0610,2.1,21,C:6|F:5|S:10,"items,qa-question-level",items/2-1-items.md;items/2-round2-items.md;items/2-topup2-items.md;qa-question-level/2-1-cell-structure-plant-animal-q01.md;qa-question-level/2-1-cell-structure-plant-animal-q02.md;qa-question-level/2-1-cell-structure-plant-animal-q03.md;qa-question-level/2-1-cell-structure-plant-animal-q04.md;qa-question-level/2-1-cell-structure-plant-animal-q05.md;qa-question-level/2-1-cell-structure-plant-animal-q06.md;qa-question-level/2-1-cell-structure-plant-animal-q07.md;qa-question-level/2-1-cell-structure-plant-animal-q08.md;qa-question-level/2-1-cell-structure-plant-animal-q09.md
igcse-biology-0610,2.2,19,C:6|F:4|S:9,"items,qa-question-level",items/2-2-items.md;items/2-round2-items.md;qa-question-level/2-2-specialised-cells-functions-q01.md;qa-question-level/2-2-specialised-cells-functions-q02.md;qa-question-level/2-2-specialised-cells-functions-q03.md;qa-question-level/2-2-specialised-cells-functions-q04.md;qa-question-level/2-2-specialised-cells-functions-q05.md;qa-question-level/2-2-specialised-cells-functions-q06.md;qa-question-level/2-2-specialised-cells-functions-q07.md;qa-question-level/2-2-specialised-cells-functions-q08.md;qa-question-level/2-2-specialised-cells-functions-q09.md
igcse-biology-0610,2.3,21,C:6|F:4|S:11,"items,qa-question-level",items/1-topup2-items.md;items/2-3-items.md;items/2-round2-items.md;items/2-topup2-items.md;qa-question-level/2-3-levels-of-organisation-q01.md;qa-question-level/2-3-levels-of-organisation-q02.md;qa-question-level/2-3-levels-of-organisation-q03.md;qa-question-level/2-3-levels-of-organisation-q04.md;qa-question-level/2-3-levels-of-organisation-q05.md;qa-question-level/2-3-levels-of-organisation-q06.md;qa-question-level/2-3-levels-of-organisation-q07.md;qa-question-level/2-3-levels-of-organisation-q08.md;qa-question-level/2-3-levels-of-organisation-q09.md
igcse-biology-0610,3.1,21,C:6|F:4|S:11,"items,qa-question-level",items/2-round2-items.md;items/3-1-items.md;items/3-topup-items.md;items/last-topup-items.md;qa-question-level/3-1-diffusion-q01.md;qa-question-level/3-1-diffusion-q02.md;qa-question-level/3-1-diffusion-q03.md;qa-question-level/3-1-diffusion-q04.md;qa-question-level/3-1-diffusion-q05.md;qa-question-level/3-1-diffusion-q06.md;qa-question-level/3-1-diffusion-q07.md;qa-question-level/3-1-diffusion-q08.md;qa-question-level/3-1-diffusion-q09.md
igcse-biology-0610,3.2,20,C:7|F:4|S:9,"items,qa-question-level",items/2-round2-items.md;items/2-topup2-items.md;items/3-2-items.md;qa-question-level/3-2-osmosis-q01.md;qa-question-level/3-2-osmosis-q02.md;qa-question-level/3-2-osmosis-q03.md;qa-question-level/3-2-osmosis-q04.md;qa-question-level/3-2-osmosis-q05.md;qa-question-level/3-2-osmosis-q06.md;qa-question-level/3-2-osmosis-q07.md;qa-question-level/3-2-osmosis-q08.md;qa-question-level/3-2-osmosis-q09.md
igcse-biology-0610,3.3,19,C:6|F:4|S:9,"items,qa-question-level",items/19-round2-items.md;items/3-3-items.md;qa-question-level/3-3-active-transport-q01.md;qa-question-level/3-3-active-transport-q02.md;qa-question-level/3-3-active-transport-q03.md;qa-question-level/3-3-active-transport-q04.md;qa-question-level/3-3-active-transport-q05.md;qa-question-level/3-3-active-transport-q06.md;qa-question-level/3-3-active-transport-q07.md;qa-question-level/3-3-active-transport-q08.md;qa-question-level/3-3-active-transport-q09.md
igcse-biology-0610,4.1,22,C:6|F:4|S:12,"items,qa-question-level",items/4-1-items.md;items/4-round2-items.md;items/4-topup2-items.md;items/final-push-items.md;qa-question-level/4-1-carbohydrates-proteins-lipids-q01.md;qa-question-level/4-1-carbohydrates-proteins-lipids-q02.md;qa-question-level/4-1-carbohydrates-proteins-lipids-q03.md;qa-question-level/4-1-carbohydrates-proteins-lipids-q04.md;qa-question-level/4-1-carbohydrates-proteins-lipids-q05.md;qa-question-level/4-1-carbohydrates-proteins-lipids-q06.md;qa-question-level/4-1-carbohydrates-proteins-lipids-q07.md;qa-question-level/4-1-carbohydrates-proteins-lipids-q08.md;qa-question-level/4-1-carbohydrates-proteins-lipids-q09.md
igcse-biology-0610,4.2,20,C:6|F:4|S:10,"items,qa-question-level",items/1-topup2-items.md;items/3-topup-items.md;items/4-2-items.md;qa-question-level/4-2-food-tests-dna-structure-q01.md;qa-question-level/4-2-food-tests-dna-structure-q02.md;qa-question-level/4-2-food-tests-dna-structure-q03.md;qa-question-level/4-2-food-tests-dna-structure-q04.md;qa-question-level/4-2-food-tests-dna-structure-q05.md;qa-question-level/4-2-food-tests-dna-structure-q06.md;qa-question-level/4-2-food-tests-dna-structure-q07.md;qa-question-level/4-2-food-tests-dna-structure-q08.md;qa-question-level/4-2-food-tests-dna-structure-q09.md
igcse-biology-0610,5.1,21,C:6|F:4|S:11,"items,qa-question-level",items/4-round2-items.md;items/5-1-items.md;items/5-topup2-items.md;items/final-push-items.md;qa-question-level/5-1-enzyme-action-specificity-q01.md;qa-question-level/5-1-enzyme-action-specificity-q02.md;qa-question-level/5-1-enzyme-action-specificity-q03.md;qa-question-level/5-1-enzyme-action-specificity-q04.md;qa-question-level/5-1-enzyme-action-specificity-q05.md;qa-question-level/5-1-enzyme-action-specificity-q06.md;qa-question-level/5-1-enzyme-action-specificity-q07.md;qa-question-level/5-1-enzyme-action-specificity-q08.md;qa-question-level/5-1-enzyme-action-specificity-q09.md
igcse-biology-0610,5.2,21,C:6|F:4|S:11,"items,qa-question-level",items/3-topup-items.md;items/4-round2-items.md;items/5-2-items.md;items/last-topup-items.md;qa-question-level/5-2-factors-affecting-enzyme-activity-q01.md;qa-question-level/5-2-factors-affecting-enzyme-activity-q02.md;qa-question-level/5-2-factors-affecting-enzyme-activity-q03.md;qa-question-level/5-2-factors-affecting-enzyme-activity-q04.md;qa-question-level/5-2-factors-affecting-enzyme-activity-q05.md;qa-question-level/5-2-factors-affecting-enzyme-activity-q06.md;qa-question-level/5-2-factors-affecting-enzyme-activity-q07.md;qa-question-level/5-2-factors-affecting-enzyme-activity-q08.md;qa-question-level/5-2-factors-affecting-enzyme-activity-q09.md
igcse-biology-0610,6.1,21,C:7|F:4|S:10,"items,qa-question-level",items/6-1-items.md;items/6-topup-items.md;items/final-topup-items.md;qa-question-level/6-1-photosynthesis-process-equation-q01.md;qa-question-level/6-1-photosynthesis-process-equation-q02.md;qa-question-level/6-1-photosynthesis-process-equation-q03.md;qa-question-level/6-1-photosynthesis-process-equation-q04.md;qa-question-level/6-1-photosynthesis-process-equation-q05.md;qa-question-level/6-1-photosynthesis-process-equation-q06.md;qa-question-level/6-1-photosynthesis-process-equation-q07.md;qa-question-level/6-1-photosynthesis-process-equation-q08.md;qa-question-level/6-1-photosynthesis-process-equation-q09.md
igcse-biology-0610,6.2,20,C:6|F:4|S:10,"items,qa-question-level",items/4-topup2-items.md;items/6-2-items.md;items/6-topup-items.md;qa-question-level/6-2-factors-affecting-photosynthesis-q01.md;qa-question-level/6-2-factors-affecting-photosynthesis-q02.md;qa-question-level/6-2-factors-affecting-photosynthesis-q03.md;qa-question-level/6-2-factors-affecting-photosynthesis-q04.md;qa-question-level/6-2-factors-affecting-photosynthesis-q05.md;qa-question-level/6-2-factors-affecting-photosynthesis-q06.md;qa-question-level/6-2-factors-affecting-photosynthesis-q07.md;qa-question-level/6-2-factors-affecting-photosynthesis-q08.md;qa-question-level/6-2-factors-affecting-photosynthesis-q09.md
igcse-biology-0610,7.1,21,C:6|F:4|S:11,"items,qa-question-level",items/5-topup2-items.md;items/7-1-items.md;items/7-topup-items.md;items/last-topup-items.md;qa-question-level/7-1-diet-balanced-nutrition-q01.md;qa-question-level/7-1-diet-balanced-nutrition-q02.md;qa-question-level/7-1-diet-balanced-nutrition-q03.md;qa-question-level/7-1-diet-balanced-nutrition-q04.md;qa-question-level/7-1-diet-balanced-nutrition-q05.md;qa-question-level/7-1-diet-balanced-nutrition-q06.md;qa-question-level/7-1-diet-balanced-nutrition-q07.md;qa-question-level/7-1-diet-balanced-nutrition-q08.md;qa-question-level/7-1-diet-balanced-nutrition-q09.md
igcse-biology-0610,7.2,21,C:6|F:4|S:11,"items,qa-question-level",items/5-topup2-items.md;items/7-2-items.md;items/7-topup-items.md;qa-question-level/7-2-digestion-alimentary-canal-q01.md;qa-question-level/7-2-digestion-alimentary-canal-q02.md;qa-question-level/7-2-digestion-alimentary-canal-q03.md;qa-question-level/7-2-digestion-alimentary-canal-q04.md;qa-question-level/7-2-digestion-alimentary-canal-q05.md;qa-question-level/7-2-digestion-alimentary-canal-q06.md;qa-question-level/7-2-digestion-alimentary-canal-q07.md;qa-question-level/7-2-digestion-alimentary-canal-q08.md;qa-question-level/7-2-digestion-alimentary-canal-q09.md
igcse-biology-0610,8.1,21,C:6|F:4|S:11,"items,qa-question-level",items/8-1-items.md;items/8-round2-items.md;items/8-topup2-items.md;items/final-push-items.md;qa-question-level/8-1-transport-tissues-xylem-phloem-q01.md;qa-question-level/8-1-transport-tissues-xylem-phloem-q02.md;qa-question-level/8-1-transport-tissues-xylem-phloem-q03.md;qa-question-level/8-1-transport-tissues-xylem-phloem-q04.md;qa-question-level/8-1-transport-tissues-xylem-phloem-q05.md;qa-question-level/8-1-transport-tissues-xylem-phloem-q06.md;qa-question-level/8-1-transport-tissues-xylem-phloem-q07.md;qa-question-level/8-1-transport-tissues-xylem-phloem-q08.md;qa-question-level/8-1-transport-tissues-xylem-phloem-q09.md
igcse-biology-0610,8.2,20,C:6|F:4|S:10,"items,qa-question-level",items/19-topup3-items.md;items/8-2-items.md;items/8-round2-items.md;qa-question-level/8-2-transpiration-transpiration-stream-q01.md;qa-question-level/8-2-transpiration-transpiration-stream-q02.md;qa-question-level/8-2-transpiration-transpiration-stream-q03.md;qa-question-level/8-2-transpiration-transpiration-stream-q04.md;qa-question-level/8-2-transpiration-transpiration-stream-q05.md;qa-question-level/8-2-transpiration-transpiration-stream-q06.md;qa-question-level/8-2-transpiration-transpiration-stream-q07.md;qa-question-level/8-2-transpiration-transpiration-stream-q08.md;qa-question-level/8-2-transpiration-transpiration-stream-q09.md
igcse-biology-0610,9.1,21,C:6|F:4|S:11,"items,qa-question-level",items/8-round2-items.md;items/9-1-items.md;items/9-topup-items.md;items/final-topup-items.md;qa-question-level/9-1-circulatory-system-heart-vessels-q01.md;qa-question-level/9-1-circulatory-system-heart-vessels-q02.md;qa-question-level/9-1-circulatory-system-heart-vessels-q03.md;qa-question-level/9-1-circulatory-system-heart-vessels-q04.md;qa-question-level/9-1-circulatory-system-heart-vessels-q05.md;qa-question-level/9-1-circulatory-system-heart-vessels-q06.md;qa-question-level/9-1-circulatory-system-heart-vessels-q07.md;qa-question-level/9-1-circulatory-system-heart-vessels-q08.md;qa-question-level/9-1-circulatory-system-heart-vessels-q09.md
igcse-biology-0610,9.2,20,C:6|F:4|S:10,"items,qa-question-level",items/8-round2-items.md;items/9-2-items.md;items/9-topup-items.md;qa-question-level/9-2-blood-components-functions-q01.md;qa-question-level/9-2-blood-components-functions-q02.md;qa-question-level/9-2-blood-components-functions-q03.md;qa-question-level/9-2-blood-components-functions-q04.md;qa-question-level/9-2-blood-components-functions-q05.md;qa-question-level/9-2-blood-components-functions-q06.md;qa-question-level/9-2-blood-components-functions-q07.md;qa-question-level/9-2-blood-components-functions-q08.md;qa-question-level/9-2-blood-components-functions-q09.md
igcse-business-studies-0450,1.1,24,C:8|F:6|S:10,"items,qa-question-level",items/1-1-items.md;qa-question-level/1-1-business-activity-and-adding-value-q01.md;qa-question-level/1-1-business-activity-and-adding-value-q02.md;qa-question-level/1-1-business-activity-and-adding-value-q03.md;qa-question-level/1-1-business-activity-and-adding-value-q04.md;qa-question-level/1-1-business-activity-and-adding-value-q05.md;qa-question-level/1-1-business-activity-and-adding-value-q06.md;qa-question-level/1-1-business-activity-and-adding-value-q07.md;qa-question-level/1-1-business-activity-and-adding-value-q08.md;qa-question-level/1-1-business-activity-and-adding-value-q09.md;qa-question-level/1-1-business-activity-and-adding-value-q10.md;qa-question-level/1-1-business-activity-and-adding-value-q11.md;qa-question-level/1-1-business-activity-and-adding-value-q12.md
